site,sample,site_class,species,species_code,replicate,fresh_mass_of_roots,Mass_of_pycnometer_filled_with_water,temperature_of_water_reading_1,density_1,fresh_weight_pycnometer_with_roots_and_water_before_vaccuum,temp_of_water_reading_2,density_2,fresh_weight_pycnometer_after_vacuum,root_volume,air_root_volume,air_porosity
S4,S3,IU,Ptilothrix deusta,pti,3,0.2555,92.677,23.2,0.998,92.6619,24.6,0.998,92.6853,0.271142285,0.023446894,8.647450111
S4,S1,IU,Xyris bracteata,xyr,1,0.2359,92.6704,23.2,0.998,92.6456,24.6,0.998,92.6625,0.261222445,0.016933868,6.482546989
S4,S2,IU,Xyris bracteata,xyr,2,0.8678,92.6662,23.2,0.998,92.6663,24.6,0.998,92.8052,0.869438878,0.139178357,16.00783681
S4,S3,IU,Xyris bracteata,xyr,3,0.4278,92.6692,23.2,0.998,92.5967,24.6,0.998,92.6352,0.501302605,0.038577154,7.69538277
S5,S1,IB,Banksia ericifolia,eric,1,0.1849,92.6636,23.2,0.998,92.6805,,,,0.168336673,,
S5,S2,IB,Banksia ericifolia,eric,2,0.311,92.6684,23.2,0.998,92.6858,,,,0.294188377,,
S5,S3,IB,Banksia ericifolia,eric,3,0.4859,92.6754,23.2,0.998,92.6997,,,,0.46252505,,
S5,S1,IB,Cyathochaeta diandra,cya,1,0.1346,92.6782,23.2,0.998,92.6283,24.6,0.998,92.6477,0.184869739,0.019438878,10.51490515
S5,S2,IB,Cyathochaeta diandra,cya,2,0.3046,92.6913,23.2,0.998,92.6361,24.6,0.998,92.6592,0.360521042,0.023146293,6.420233463
S5,S3,IB,Cyathochaeta diandra,cya,3,0.2985,92.676,23.2,0.998,92.6421,24.6,0.998,92.6747,0.333066132,0.032665331,9.80746089
S5,S1,IB,Entolasia stricta,ento,1,0.1655,92.6819,23.2,0.998,92.6812,24.6,0.998,92.6681,0.166533066,-0.013126253,-7.882069795
S5,S2,IB,Entolasia stricta,ento,2,0.6909,92.6793,23.2,0.998,92.6694,24.6,0.998,92.6756,0.702204409,0.006212425,0.884703196
S5,S3,IB,Entolasia stricta,ento,3,0.2562,92.6786,23.2,0.998,92.6775,24.6,0.998,92.6649,0.257815631,-0.012625251,-4.897007384
S5,S1,IB,Eurychorda complanata,eury,1,0.5376,92.6815,23.2,0.998,92.5397,24.6,0.998,92.631,0.680761523,0.091482966,13.43832794
S5,S2,IB,Eurychorda complanata,eury,2,0.2595,92.6951,23.2,0.998,92.5731,24.6,0.998,92.6372,0.382264529,0.064228457,16.80209699
S5,S3,IB,Eurychorda complanata,eury,3,0.1435,92.6905,23.2,0.998,92.6518,24.6,0.998,92.6695,0.18256513,0.017735471,9.714599341
S5,S1,IB,Gonocarpus micranthus,gono,1,0.2241,92.6798,23.2,0.998,92.6413,24.6,0.998,92.6415,0.263126253,0.000200401,0.076161462
S5,S2,IB,Gonocarpus micranthus,gono,2,0.3367,92.6863,23.2,0.998,92.6737,24.6,0.998,92.6693,0.35,-0.004408818,-1.259662182
S5,S3,IB,Gonocarpus micranthus,gono,3,0.3545,92.664,23.2,0.998,92.6449,24.6,0.998,92.6791,0.374348697,0.034268537,9.154175589
S5,S1,IB,Gonocarpus tetragynus,tetra,1,0.2187,92.674,23.2,0.998,92.6775,,,,0.215631263,,
S5,S2,IB,Gonocarpus tetragynus,tetra,2,0.0994,92.6584,23.2,0.998,92.6561,,,,0.101903808,,
S5,S1,IB,Haemodorum corymbosum,cory,1,0.1361,92.6838,23.2,0.998,92.7088,24.6,0.998,92.6982,0.111322645,-0.010621242,-9.540954095
S5,S2,IB,Haemodorum corymbosum,cory,2,0.4317,92.6852,23.2,0.998,92.6836,24.6,0.998,92.6768,0.434168337,-0.006813627,-1.569351489
S5,S3,IB,Haemodorum corymbosum,cory,3,0.3095,92.6923,23.2,0.998,92.6995,24.6,0.998,92.6771,0.302905812,-0.02244489,-7.409857757
S5,S1,IB,Lepidosperma neesii,nee,1,0.1661,92.6809,23.2,0.998,92.5917,24.6,0.998,92.6344,0.255811623,0.042785571,16.72542107
S5,S2,IB,Lepidosperma neesii,nee,2,0.1697,92.6779,23.2,0.998,92.6336,24.6,0.998,92.657,0.214428858,0.023446894,10.93457944
S5,S3,IB,Lepidosperma neesii,nee,3,0.2444,92.6966,23.2,0.998,92.5473,24.6,0.998,92.6281,0.394488978,0.080961924,20.52324105
S5,S1,IB,Leptocarpus tenax,tenax,1,0.4217,92.678,23.2,0.998,92.3426,24.6,0.998,92.5658,0.758617234,0.223647295,29.48091401
S5,S2,IB,Leptocarpus tenax,tenax,2,0.4833,92.6797,23.2,0.998,92.4369,24.6,0.998,92.5901,0.72755511,0.153507014,21.09902217
S5,S3,IB,Leptocarpus tenax,tenax,3,0.2195,92.687,23.2,0.998,92.5657,24.6,0.998,92.6137,0.341482966,0.048096192,14.08450704
S5,S2,IB,Leptospermum squarrosum,lepto,2,0.2527,92.6756,23.2,0.998,92.6682,,,,0.260621242,,
S5,S3,IB,Leptospermum squarrosum,lepto,3,0.2176,92.6593,23.2,0.998,92.6584,,,,0.218937876,,
S5,S1,IB,Lepyrodia scariosa ,lepy,1,0.2011,92.6808,23.2,0.998,92.6128,24.6,0.998,92.651,0.269639279,0.038276553,14.19546637
S5,S2,IB,Lepyrodia scariosa ,lepy,2,0.2559,92.688,23.2,0.998,92.5478,24.6,0.998,92.6153,0.396893788,0.067635271,17.04115122
S5,S3,IB,Lepyrodia scariosa ,lepy,3,0.1095,92.6825,23.2,0.998,92.6565,24.6,0.998,92.6601,0.135771543,0.003607214,2.656826568
S5,S1,IB,Plinthanthesis paradoxa,plin,1,0.4907,92.672,23.2,0.998,92.5606,24.6,0.998,92.61,0.603306613,0.049498998,8.204617173
S5,S2,IB,Plinthanthesis paradoxa,plin,2,0.4117,92.6761,23.2,0.998,92.5638,24.6,0.998,92.6211,0.5250501,0.05741483,10.9351145
S5,S3,IB,Plinthanthesis paradoxa,plin,3,0.1421,92.656,23.2,0.998,92.6584,24.6,0.998,92.647,0.13997996,-0.011422846,-8.160343593
S5,S1,IB,Ptilothrix deusta,pti,1,0.2756,92.6983,23.2,0.998,92.6551,24.6,0.998,92.6807,0.319438878,0.025651303,8.030112923
S5,S2,IB,Ptilothrix deusta,pti,2,0.7046,92.6836,23.2,0.998,92.5491,24.6,0.998,92.6659,0.840781563,0.117034068,13.91967584
S5,S3,IB,Ptilothrix deusta,pti,3,0.4931,92.6959,23.2,0.998,92.5802,24.6,0.998,92.6565,0.61002004,0.076452906,12.53285151
S6,S1,BW,Banksia ericifolia,eric,1,0.1377,92.6951,23.2,0.998,92.7057,24.6,0.998,,0.127354709,,
S6,S2,BW,Banksia ericifolia,eric,2,0.0439,92.6918,23.2,0.998,92.6949,24.6,0.998,,0.040881764,,
S6,S3,BW,Banksia ericifolia,eric,3,0.3165,92.6838,23.2,0.998,92.6997,24.6,0.998,,0.301202405,,
S6,S1,BW,Banksia oblongifolia,obl,1,0.2814,92.6816,23.2,0.998,92.6918,24.6,0.998,,0.271743487,,
S6,S2,BW,Banksia oblongifolia,obl,2,0.0691,92.6734,23.2,0.998,92.6844,24.6,0.998,,0.058216433,,
S6,S3,BW,Banksia oblongifolia,obl,3,0.0405,92.6834,23.2,0.998,92.6964,24.6,0.998,,0.02755511,,
S6,S1,BW,Entolasia stricta,ento,1,0.4137,92.6895,23.2,0.998,92.6731,24.6,0.998,92.6782,0.430961924,0.00511022,1.185770751
S6,S2,BW,Entolasia stricta,ento,2,0.2671,92.6985,23.2,0.998,92.7009,24.6,0.998,92.696,0.265230461,-0.00490982,-1.851152248
S6,S3,BW,Entolasia stricta,ento,3,0.3246,92.6801,23.2,0.998,92.7221,24.6,0.998,92.7317,0.283166333,0.009619238,3.397027601
S6,S1,BW,Gonocarpus micranthus,gono,1,0.0939,92.7066,23.2,0.998,92.6971,24.6,0.998,92.7054,0.103607214,0.008316633,8.027079304
S6,S2,BW,Gonocarpus micranthus,gono,2,0.0497,92.6992,23.2,0.998,92.6888,24.6,0.998,92.6826,0.060220441,-0.006212425,-10.31613977
S6,S3,BW,Gonocarpus micranthus,gono,3,0.1238,92.6966,23.2,0.998,92.6869,24.6,0.998,92.6946,0.133767535,0.007715431,5.767790262
S6,S1,BW,Lepidosperma neesii,nee,1,0.0264,92.6879,23.8,0.998,92.6939,24.6,0.998,92.6959,0.020440882,0.002004008,9.803921569
S6,S2,BW,Lepidosperma neesii,nee,2,0.2399,92.6995,23.2,0.998,92.6499,24.6,0.998,92.6662,0.29008016,0.016332665,5.630397237
S6,S3,BW,Lepidosperma neesii,nee,3,0.0956,92.6971,22.8,0.998,92.6657,24.6,0.998,92.6763,0.127254509,0.010621242,8.346456693
S6,S1,BW,Leptocarpus tenax,tenax,1,0.1235,92.6991,23.2,0.998,92.658,24.8,0.998,92.6665,0.16492986,0.008517034,5.164034022
S6,S2,BW,Leptocarpus tenax,tenax,2,0.1139,92.6947,23.2,0.998,92.6526,24.6,0.998,92.6635,0.156312625,0.010921844,6.987179487
S6,S1,BW,Lepyrodia scariosa ,lepy,1,0.0695,92.6998,23.2,0.998,92.6836,24.6,0.998,92.6853,0.085871743,0.001703407,1.983663944
S6,S1,BW,Plinthanthesis paradoxa,plin,1,0.1942,92.6975,23.2,0.998,92.6835,24.6,0.998,92.6867,0.208617234,0.003206413,1.53698367
S6,S2,BW,Plinthanthesis paradoxa,plin,2,0.3559,92.6922,23.2,0.998,92.6747,24.6,0.998,92.6759,0.374148297,0.001202405,0.321371184
S6,S3,BW,Plinthanthesis paradoxa,plin,3,0.7182,92.6912,23.2,0.998,92.6818,24.6,0.998,92.6939,0.729058116,0.012124248,1.663001649
S6,S1,BW,Ptilothrix deusta,Pti,1,0.2435,92.6891,22.8,0.998,92.6469,24.6,0.998,92.6664,0.286272545,0.019539078,6.825341267
S6,S2,BW,Ptilothrix deusta,pti,2,0.3074,92.6983,23.2,0.998,92.6236,24.6,0.998,92.6903,0.382865731,0.066833667,17.45616331
S6,S3,BW,Ptilothrix deusta,pti,3,0.3268,92.6845,23.2,0.998,92.6374,24.6,0.998,92.675,0.374649299,0.037675351,10.05616475
S7,S1,BW,Banksia ericifolia,eric,1,0.1509,90.1921,25,0.998,90.1989,26,0.998,90.2024,0.144388778,0.003507014,2.428868841
S7,S2,BW,Banksia ericifolia,eric,2,0.1323,90.1963,25,0.998,90.2063,26,0.998,90.2174,0.12254509,0.011122244,9.076042518
S7,S3,BW,Banksia ericifolia,eric,3,0.1502,92.6585,25,0.998,92.6734,26,0.998,92.6739,0.135571142,0.000501002,0.36954915
S7,S1,BW,Entolasia stricta,ento,1,0.891,90.202,23.7,0.998,90.2037,25.6,0.998,90.2172,0.891082164,0.013527054,1.518047903
S7,S2,BW,Entolasia stricta,ento,2,0.3169,92.7007,25,0.998,92.7172,26,0.998,92.743,0.301002004,0.025851703,8.588548602
S7,S3,BW,Entolasia stricta,ento,3,0.1514,90.2114,23.4,0.998,90.2018,25,0.998,90.209,0.161322645,0.007214429,4.472049689
S7,S1,BW,Eurychorda complanata,eury,1,0.3692,92.6749,23.2,0.998,92.5899,24.6,0.998,92.6371,0.45511022,0.047294589,10.39189784
S7,S2,BW,Eurychorda complanata,eury,2,0.3426,92.6739,23.2,0.998,92.6159,24.6,0.998,92.644,0.401402806,0.028156313,7.014478283
S7,S3,BW,Eurychorda complanata,eury,3,0.1057,92.6654,23.2,0.998,92.6475,24.6,0.998,92.648,0.123847695,0.000501002,0.404530744
S7,S1,BW,Gonocarpus micranthus,gono,1,0.0943,90.2504,23.6,0.998,90.2154,24,0.998,90.2496,0.129559118,0.034268537,26.45011601
S7,S2,BW,Gonocarpus micranthus,gono,2,0.0917,90.2114,22.5,0.998,90.1885,25,0.998,90.223,0.114829659,0.034569138,30.10471204
S7,S3,BW,Gonocarpus micranthus,gono,3,0.0825,90.2169,23.7,0.998,90.2152,24,0.998,90.2185,0.084368737,0.003306613,3.919239905
S7,S1,BW,Leptospermum squarrosum,lepto,1,0.1769,90.1843,25,0.998,90.1836,26,0.998,90.1851,0.177955912,0.001503006,0.844594595
S7,S2,BW,Leptospermum squarrosum,lepto,2,0.087,90.182,25,0.998,90.1817,26,0.998,90.1915,0.08747495,0.009819639,11.22565865
S7,S3,BW,Leptospermum squarrosum,lepto,3,0.0857,90.1847,25,0.998,90.1819,26,0.998,90.1873,0.088677355,0.005410822,6.101694915
S7,S1,BW,Plinthanthesis paradoxa,Plin,1,0.1553,90.223,23.6,0.998,90.2317,25,0.998,90.2353,0.146893788,0.003607214,2.455661664
S7,S2,BW,Plinthanthesis paradoxa,plin,2,0.084,90.3248,24,0.998,90.2221,24,0.998,90.306,0.187074148,0.084068136,44.93840386
S7,S3,BW,Plinthanthesis paradoxa,Plin,3,0.1748,90.1935,24,0.998,90.1905,25,0.998,90.197,0.178156313,0.006513026,3.655793026
S8,S1,BD,Banksia serrata,Serr,1,0.1245,92.8318,22.9,0.998,92.8317,22.9,0.998,92.835,0.124849699,0.003306613,2.64847512
S8,S2,BD,Banksia serrata,Serr,2,0.0487,92.7943,23.9,0.998,92.7936,23.9,0.998,92.7958,0.049498998,0.002204409,4.453441296
S8,S3,BD,Banksia serrata,Serr,3,0.1055,92.8107,23.4,0.998,92.8405,23.6,0.998,92.8694,0.075851703,0.028957916,38.17701453
S8,S1,BD,Caustis pentandra,caustis,1,0.1424,92.678,23.2,0.998,92.6694,24.6,0.998,92.6759,0.151302605,0.006513026,4.304635762
S8,S1,BD,Entolasia stricta,Ento,1,0.0879,92.6866,24.3,0.998,92.6924,24.4,0.998,92.6953,0.082264529,0.002905812,3.53227771
S8,S1,BD,Haemodorum planifolium,plan,1,0.4474,92.6943,24,0.998,92.7337,24.4,0.998,92.7382,0.408817635,0.004509018,1.102941176
S8,S2,BD,Haemodorum planifolium,plan,2,0.6443,92.6534,23.2,0.998,92.7769,24.6,0.998,92.795,0.521843687,0.018136273,3.475422427
S8,S3,BD,Haemodorum planifolium,plan,3,0.6261,92.6908,24,0.998,92.7097,24.4,0.998,92.7206,0.608416834,0.010921844,1.795125165
S8,S1,BD,Hypoleana fastigata,hypo,1,0.265,92.6634,23.2,0.998,92.4436,24.6,0.998,92.6019,0.485771543,0.158617234,32.65264026
S8,S2,BD,Hypoleana fastigata,hypo,2,0.2718,92.6717,23.2,0.998,92.5425,24.6,0.998,92.6131,0.401803607,0.070741483,17.60598504
S8,S3,BD,Hypoleana fastigata,hypo,3,0.3606,92.6646,23.2,0.998,92.5394,24.6,0.998,92.648,0.486773547,0.108817635,22.35487855
S8,S1,BD,Lepidosperma concavum,conca,1,0.1763,92.6604,23.2,0.998,92.6119,24.6,0.998,92.6373,0.225250501,0.025450902,11.29893238
S8,S2,BD,Lepidosperma concavum,conca,2,0.2667,92.6628,23.2,0.998,92.5852,24.6,0.998,92.6322,0.34498998,0.047094188,13.65088586
S8,S3,BD,Lepidosperma concavum,conca,3,0.1369,92.6447,23.2,0.998,92.6119,24.6,0.998,92.6337,0.17004008,0.021843687,12.84619918
S8,S1,BD,Lomandra obliqua,loma,1,0.3567,92.6752,23.2,0.998,92.6767,24.6,0.998,92.6789,0.355911824,0.002204409,0.619369369
S8,S2,BD,Lomandra obliqua,loma,2,0.2731,92.6754,23.2,0.998,92.6673,24.6,0.998,92.6746,0.281763527,0.007314629,2.59601707
S8,S3,BD,Lomandra obliqua,loma,3,0.5534,92.6731,23.2,0.998,92.7047,24.6,0.998,92.7191,0.522845691,0.014428858,2.759678038
S8,S1,BD,Plinthanthesis paradoxa,Plin,1,0.1367,92.7644,24.3,0.998,92.8132,24.1,0.998,92.8138,0.088076152,0.000601202,0.682593857
S9,S1,UW,Cyathochaeta diandra,cya,1,0.4234,92.6665,23.2,0.998,92.7057,24.6,0.998,92.7205,0.38496994,0.014829659,3.852160333
S9,S2,UW,Cyathochaeta diandra,cya,2,0.1384,92.6595,23.2,0.998,92.6566,24.6,0.998,92.6596,0.141583166,0.003006012,2.123142251
S9,S3,UW,Cyathochaeta diandra,cya,3,0.5068,92.659,23.2,0.998,92.6748,24.6,0.998,92.6841,0.491983968,0.009318637,1.894093686
S9,S1,UW,Entolasia stricta,ento,1,0.1022,92.6571,23.2,0.998,92.6499,24.6,0.998,92.6537,0.109619238,0.003807615,3.473491773
S9,S2,UW,Entolasia stricta,ento,2,0.0961,92.6733,23.2,0.998,92.6794,24.6,0.998,92.6716,0.090180361,-0.007815631,-8.666666667
S9,S1,UW,Lepidosperma neesii,nee,1,0.2009,92.6641,23.2,0.998,92.6285,24.6,0.998,92.6493,0.236973948,0.020841683,8.794926004
S9,S2,UW,Lepyrodia scariosa ,lepy,2,0.2087,92.6708,23.2,0.998,92.5878,24.6,0.998,92.6333,0.292284569,0.045591182,15.59821735
S9,S3,UW,Lepyrodia scariosa ,lepy,3,0.0653,92.6855,23.2,0.998,92.6804,24.6,0.998,92.682,0.070541082,0.001603206,2.272727273
S9,S1,UW,Ptilothrix deusta,pti,1,0.8082,92.6693,23.2,0.998,92.6564,24.6,0.998,92.7211,0.822745491,0.064829659,7.879673609
S9,S2,UW,Ptilothrix deusta,pti,2,0.853,92.6765,23.2,0.998,92.6788,24.6,0.998,92.7341,0.85240481,0.055410822,6.500528976
S9,S3,UW,Ptilothrix deusta,pti,3,0.3979,92.6691,23.2,0.998,92.6265,24.6,0.998,92.6945,0.441382766,0.068136273,15.43700341
S9,S3,UW,Xyris bracteata,xyr,3,0.6925,92.6488,23.2,0.998,92.6123,24.6,0.998,92.6734,0.730460922,0.061222445,8.381344307
